Callsign,Frequency,,,,,,,,,,
W2NAF,15 MHz,,,,,,,,,,
Hour (UTC),Date,Date,Date,Date,Date,Date,Date,,,,
Date,5/8/2024,5/9/2024,5/14/2024,5/20/2024,5/25/2024,5/28/2024,5/29/2024,,,,
Hour (UTC),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),AVG Doppler (Hz),STDEV,AVG - STDEV,AVG + STDEV
17.78333,1.383870006,0.124590002,0.257019997,-0.144769996,-0.05517,0.042119998,-0.134540007,0.210445714,0.537051136,-0.326605422,0.747496851
17.8,0.428050011,-0.064709999,0.199019998,-0.148220003,-0.051279999,0.078529999,-0.068980001,0.05320143,0.201136115,-0.147934685,0.254337544
17.81667,0.82198,-0.260419995,0.236200005,-0.105959997,-0.039960001,0.096129999,0.00883,0.108114287,0.351089378,-0.242975091,0.459203666
17.83333,0.841560006,-0.250039995,0.222299993,-0.122129999,0.0133,0.041839998,0.07406,0.117270001,0.352661985,-0.235391985,0.469931986
17.85,0.762600005,-0.374610007,0.228919998,-0.112949997,-0.13527,0.02502,-0.125770003,0.038277142,0.36777248,-0.329495337,0.406049622
17.86667,0.544350028,-0.351969987,0.188779995,-0.182699993,-0.088639997,0.040920001,0.01006,0.022971435,0.287273357,-0.264301922,0.310244792
17.88333,0.479660004,-0.275110006,0.097439997,-0.242379993,-0.0656,0.021050001,-0.036589999,-0.003075714,0.251668075,-0.254743789,0.248592361
17.9,0.358830005,-0.166820005,0.094410002,-0.211970001,-0.054979999,-0.031800002,0.00737,-0.000708571,0.189084311,-0.189792882,0.188375739
17.91667,0.321139991,-0.240529999,0.096150003,-0.219449997,-0.00939,0.01447,0.017990001,-0.002802857,0.191030059,-0.193832916,0.188227201
17.93333,0.226630002,-0.31408,0.148589998,-0.147750005,-0.036850002,-0.00243,-0.00894,-0.019261429,0.179240615,-0.198502044,0.159979186
17.95,0.167940006,-0.298229992,0.129570007,-0.035100002,-0.038090002,-0.00569,-0.05494,-0.019219998,0.151151767,-0.170371765,0.13193177
17.96667,-0.255309999,-0.324209988,0.236780003,-0.05415,-0.042789999,-0.00581,-0.0127,-0.065455712,0.183178957,-0.248634669,0.117723245
17.98333,-0.220679998,-0.280229986,0.216189995,-0.00575,-0.02929,0.00922,0.039039999,-0.038785713,0.166301131,-0.205086844,0.127515418
18,-0.224629998,-0.239419997,0.069679998,-0.026210001,-0.041620001,-0.01284,-0.01911,-0.070592857,0.115975327,-0.186568184,0.04538247
18.01667,-0.210140005,-0.390410006,0.0133,-0.026520001,-0.00994,0.00759,-0.00157,-0.08824143,0.154440939,-0.242682369,0.066199508
18.03333,-0.203979999,-0.404900014,-0.089670002,-0.03393,-0.027559999,0.025699999,0.01544,-0.102700002,0.154148856,-0.256848859,0.051448854
18.05,-0.104160003,-0.449030012,-0.128670007,-0.038369998,-0.076800004,0.068810001,-0.073229998,-0.11449286,0.160593104,-0.275085964,0.046100243
18.06667,-0.126340002,-0.372619987,-0.151130006,-0.094219998,-0.090389997,0.058090001,-0.01929,-0.113699998,0.134131909,-0.247831907,0.020431911
18.08333,-0.171110004,-0.294220001,-0.092699997,-0.127309993,-0.163560003,0.06357,-0.024460001,-0.115684285,0.114277805,-0.22996209,-0.001406481
18.1,0.00173,-0.317589998,-0.06213,-0.086170003,-0.160219997,0.00123,-0.02172,-0.092124285,0.114664247,-0.206788532,0.022539962
18.11667,-0.02973,-0.305979997,0.00923,-0.086240001,-0.230079994,-0.01269,-0.01162,-0.095301427,0.123616673,-0.218918101,0.028315246
18.13333,-0.222680002,-0.282240003,-0.00476,-0.166730002,-0.21649,-0.04019,-0.00949,-0.134654287,0.114541209,-0.249195496,-0.020113078
18.15,-0.259279996,-0.243469998,-0.068879999,-0.205669999,-0.398589998,-0.0285,-0.042410001,-0.178114285,0.137210493,-0.315324777,-0.040903792
18.16667,-0.265150011,-0.277909994,-0.074479997,-0.171650007,-0.261429995,-0.082520001,-0.03528,-0.166917144,0.10321501,-0.270132153,-0.063702134
18.18333,-0.183730006,-0.280319989,-0.111989997,-0.118340001,-0.092399999,-0.02892,-0.042300001,-0.122571428,0.086486279,-0.209057707,-0.036085149
18.2,-0.225390002,-0.217270002,-0.144050002,-0.148300007,-0.144920006,-0.03779,-0.059020001,-0.139534289,0.071150932,-0.210685221,-0.068383357
18.21667,-0.211339995,-0.147080004,-0.123149998,-0.153339997,-0.156849995,-0.044709999,-0.00203,-0.119785713,0.072042702,-0.191828414,-0.047743011
18.23333,-0.148859993,-0.047339998,-0.086120002,-0.138789997,-0.06673,-0.022740001,-0.087279998,-0.08540857,0.045835072,-0.131243641,-0.039573498
18.25,-0.09285,-0.034309998,-0.097280003,-0.1303,-0.13955,-0.027249999,-0.045529999,-0.08101,0.045809738,-0.126819738,-0.035200262
18.26667,-0.124770001,-0.129209995,-0.048439998,-0.086860001,-0.147990003,-0.0253,-0.030649999,-0.084745714,0.050599029,-0.135344743,-0.034146685
18.28333,-0.076509997,-0.153369993,-0.025690001,-0.06419,-0.088370003,-0.031550001,-0.00718,-0.063837142,0.049136568,-0.11297371,-0.014700574
18.3,0.01407,-0.170399994,0.041209999,-0.01496,-0.10001,-0.040569998,0.038389999,-0.033181428,0.078071394,-0.111252822,0.044889966
18.31667,-0.091600001,-0.403360009,0.028449999,-0.01408,-0.197589993,-0.025760001,0.132620007,-0.081617143,0.174528627,-0.256145769,0.092911484
18.33333,0.02046,-0.42682001,-0.04095,-0.043280002,-0.09725,0.034589998,0.269470006,-0.040540001,0.207327304,-0.247867305,0.166787303
18.35,0.102669999,-0.482109994,-0.056310002,-0.053860001,-0.085819997,0.059689999,0.273990005,-0.034535713,0.233342514,-0.267878227,0.198806801
18.36667,0.028039999,-0.717459977,-0.033470001,-0.04191,-0.034079999,0.094400004,0.406989992,-0.042498569,0.337016941,-0.37951551,0.294518372
18.38333,-0.00548,-0.654129982,-0.00519,-0.112800002,-0.027650001,0.103569999,0.385219991,-0.045208571,0.312582215,-0.357790785,0.267373644
18.4,0.00578,-0.627120018,0.02949,-0.146860003,-0.02802,0.046670001,0.410109997,-0.044278575,0.309079202,-0.353357777,0.264800627
18.41667,0.081919998,-0.511049986,0.074649997,-0.153600007,-0.02894,0.04637,0.379940003,-0.015815714,0.271612379,-0.287428093,0.255796666
18.43333,0.060320001,-0.525740027,0.07683,-0.135360003,-0.025319999,0.152329996,0.346540004,-0.007200004,0.27320288,-0.280402884,0.266002876
18.45,0.088359997,-0.567070007,0.038229998,-0.15659,-0.0306,0.03059,0.545710027,-0.007338569,0.330316112,-0.337654681,0.322977543
18.46667,0.144240007,-0.651910007,0.088169999,-0.08687,0.00305,0.05734,0.307990015,-0.019712855,0.304561716,-0.324274571,0.284848861
18.48333,0.17035,-0.764580011,0.04775,-0.040899999,-0.01406,0.241080001,0.128289998,-0.033152859,0.33779589,-0.370948749,0.304643031
18.5,0.143989995,-0.772509992,-0.00189,-0.0616,-0.04047,0.137720004,0.212040007,-0.054674284,0.333152513,-0.387826797,0.27847823
18.51667,0.290769994,-0.736190021,0.00735,-0.038660001,-0.089110002,0.092699997,0.278699994,-0.027777148,0.345658341,-0.37343549,0.317881193
18.53333,0.475690007,-0.697350025,0.0144,-0.0231,-0.05937,-0.00268,0.38064,0.012604283,0.378731594,-0.366127311,0.391335878
18.55,0.272969991,-0.586629987,-0.01294,-0.043669999,-0.02568,0.078759998,0.580049992,0.037551428,0.354535305,-0.316983877,0.392086733
18.56667,0.201340005,-0.465900004,-0.00419,-0.048969999,-0.027480001,0.076099999,0.440010011,0.024415716,0.275680524,-0.251264808,0.30009624
18.58333,0.328390002,-0.417299986,-0.012,-0.112350002,-0.02895,0.047510002,1.314450026,0.159964292,0.554752189,-0.394787897,0.71471648
18.6,0.187490001,-0.31922999,0.00843,-0.12421,-0.02513,0.098439999,-0.00042,-0.024947141,0.162544909,-0.18749205,0.137597767
18.61667,0.06168,-0.323570013,-0.00189,-0.116590001,-0.00321,0.0074,0.689220011,0.04472,0.311766183,-0.267046183,0.356486182
18.63333,0.04682,-0.242119998,-0.03198,-0.133469999,0.00839,0.056370001,0.777549982,0.068794284,0.330240957,-0.261446673,0.39903524
18.65,0.018780001,-0.203079998,-0.052140001,-0.14858,-0.01182,0.133070007,1.03125,0.109640001,0.421023785,-0.311383783,0.530663786
18.66667,-0.030859999,-0.279119998,-0.0535,-0.156760007,-0.00205,0.153300002,1.19306004,0.117724291,0.492642628,-0.374918337,0.610366919
18.68333,0.0074,-0.247950003,-0.02379,-0.139019996,0.03833,0.151580006,0.511200011,0.042535717,0.243081816,-0.200546099,0.285617533
18.7,-0.079620004,-0.211860001,0.037289999,-0.159620002,0.00694,0.126839995,0.646000028,0.052281431,0.286476364,-0.234194933,0.338757795
18.71667,-0.0383,-0.262439996,0.00163,-0.155149996,-0.01746,0.088310003,0.162689999,-0.031531427,0.142611212,-0.17414264,0.111079785
18.73333,0.01787,-0.309359998,-0.01281,-0.135759994,-0.0274,0.02032,-0.129720002,-0.082408571,0.119073192,-0.201481763,0.036664622
18.75,0.041480001,-0.286159992,0.00295,-0.117320001,-0.046349999,0.032559998,-0.039689999,-0.058932856,0.113910065,-0.172842921,0.05497721
18.76667,0.100089997,-0.30546999,0.00975,-0.138349995,-0.08952,0.016720001,0.00349,-0.057612855,0.133938162,-0.191551017,0.076325307
18.78333,0.127240002,-0.225740001,-0.02021,-0.160190001,-0.065269999,0.028650001,0.104160003,-0.030194285,0.130872893,-0.161067178,0.100678608
18.8,0.182669997,-0.206799999,-0.02208,-0.11705,-0.0273,0.02674,-0.086889997,-0.035815714,0.122714864,-0.158530579,0.08689915
18.81667,0.02266,-0.188350007,-0.01087,-0.092119999,-0.039620001,-0.00564,-0.00149,-0.04506143,0.073010843,-0.118072272,0.027949413
18.83333,0.076739997,-0.081629999,-0.092780001,-0.086669996,-0.0228,0.00443,-0.00182,-0.029218571,0.062234775,-0.091453347,0.033016204
18.85,-0.096600004,-0.086850002,-0.056419998,-0.037450001,-0.039670002,0.00402,0.061870001,-0.035871429,0.054575105,-0.090446535,0.018703676
18.86667,-0.050000001,-0.082850002,0.00103,-0.083130002,-0.08822,0.00835,0.178479999,-0.016620001,0.094912074,-0.111532075,0.078292074
18.88333,-0.059640002,-0.127399996,-0.030169999,-0.044610001,-0.11479,-0.0284,-0.112190001,-0.073885714,0.042903339,-0.116789053,-0.030982375
18.9,-0.183840007,-0.15828,-0.026210001,-0.03018,-0.214570001,-0.018279999,-0.217879996,-0.12132,0.092433617,-0.213753618,-0.028886383
18.91667,-0.310229987,-0.232390001,-0.051890001,-0.01116,-0.213410005,-0.02225,-0.02375,-0.123582856,0.124337427,-0.247920283,0.00075457
18.93333,-0.33732,-0.251069993,-0.066480003,-0.02995,-0.191249996,-0.033319999,-0.105149999,-0.144934284,0.118208287,-0.263142572,-0.026725997
18.95,-0.33860001,-0.125560001,-0.04171,-0.02688,-0.158030003,-0.04755,-0.179120004,-0.131064288,0.109507279,-0.240571568,-0.021557009
18.96667,-0.367399991,-0.128150001,-0.067529999,-0.00435,-0.107189998,-0.01884,-0.145099998,-0.119794284,0.12140041,-0.241194693,0.001606126
18.98333,-0.376230001,-0.072499998,-0.04253,0.01004,-0.01317,-0.00901,-0.160630003,-0.094861429,0.13649216,-0.231353589,0.041630731
19,-0.231120005,0.028510001,-0.03229,-0.02331,0.040460002,-0.00903,-0.133259997,-0.051434286,0.097274231,-0.148708517,0.045839945
19.01667,-0.159050003,-0.00181,0.05793,-0.00438,0.102820002,-0.019069999,-0.118500002,-0.020294286,0.091987418,-0.112281704,0.071693132
19.03333,-0.043900002,0.06199,0.096879996,-0.024110001,0.173549995,-0.0186,-0.06724,0.025509998,0.087719681,-0.062209682,0.113229679
19.05,0.039129999,0.095859997,0.174700007,-0.028729999,0.258520007,-0.02273,-0.06938,0.063910001,0.119469114,-0.055559112,0.183379115
19.06667,-0.036680002,0.133919999,0.158059999,0.01209,0.246069998,-0.0048,-0.00248,0.072311428,0.106759977,-0.034448549,0.179071405
19.08333,-0.068920001,0.187989995,0.02657,0.02507,0.29152,0.02844,-0.085019998,0.057949999,0.13597696,-0.07802696,0.193926959
19.1,-0.038240001,0.321029991,0.088330001,-0.01616,0.05627,0.01725,0.051569998,0.06857857,0.119574305,-0.050995735,0.188152874
19.11667,0.01606,0.286430001,0.031399999,0.00154,0.163149998,0.00344,-0.063500002,0.062645714,0.120054854,-0.057409141,0.182700568
19.13333,0.095150001,0.282260001,0.21627,0.034880001,0.28233999,0.050700001,-0.019379999,0.134602856,0.124197423,0.010405433,0.25880028
19.15,-0.04899,0.156780005,0.249149993,-0.00369,0.21593,-0.01002,-0.063340001,0.070831428,0.132090756,-0.061259328,0.202922185
19.16667,-0.136680007,-0.058740001,0.189229995,-0.0103,0.086269997,-0.035089999,-0.026040001,0.001235712,0.105977282,-0.10474157,0.107212994
19.18333,-0.117640004,0.066770002,0.246319994,-0.036880001,0.270839989,-0.02815,-0.075060003,0.046599997,0.15540854,-0.108808543,0.202008537
19.2,-0.223670006,-0.294629991,0.164969996,-0.056930002,0.341289997,-0.062350001,-0.075000003,-0.029474287,0.218785084,-0.248259371,0.189310797
19.21667,-0.299679995,-0.161300004,0.01006,-0.038770001,0.282370001,-0.063709997,-0.12906,-0.057155714,0.180282622,-0.237438335,0.123126908
19.23333,-0.39982,-0.122939996,0.00526,0.058649998,0.211040005,-0.04143,-0.113449998,-0.057527142,0.189031475,-0.246558617,0.131504333
19.25,-0.510320008,-0.047770001,0.066330001,0.05914,0.272240013,-0.037080001,-0.104269996,-0.043104285,0.239430442,-0.282534727,0.196326158
19.26667,-0.409949988,-0.032839999,0.055119999,0.055300001,0.394919991,-0.017960001,-0.107919998,-0.009047142,0.238953236,-0.248000378,0.229906094
19.28333,-0.466850013,-0.075089999,0.063040003,0.137689993,0.356079996,-0.045290001,-0.184650004,-0.030724289,0.259117707,-0.289841996,0.228393418
19.3,-0.325899988,-0.125039995,0.115549996,0.170440003,0.153870001,-0.105109997,-0.162320003,-0.03978714,0.188961264,-0.228748404,0.149174124
19.31667,-0.43976,-0.200420007,0.030339999,0.173030004,0.107890002,-0.078740001,-0.193800002,-0.085922858,0.211398696,-0.297321554,0.125475839
19.33333,-0.317200005,-0.248970002,0.01105,0.179210007,0.2183,-0.043249998,-0.157279998,-0.051162857,0.204442013,-0.255604869,0.153279156
19.35,-0.32306999,-0.304049999,-0.00872,0.159950003,0.186389998,-0.051819999,-0.140589997,-0.068844283,0.202688597,-0.271532881,0.133844314
19.36667,-0.374240011,-0.30983001,0.00733,0.235159993,0.266339988,-0.037020002,-0.133860007,-0.049445721,0.246480556,-0.295926277,0.197034835
19.38333,-0.293060005,-0.300199986,0.193529993,0.210979998,0.284949988,-0.07068,-0.133279994,-0.015394286,0.245039943,-0.260434229,0.229645657
19.4,-0.301010013,-0.327499986,0.236090004,0.126159996,0.297039986,-0.047570001,-0.157189995,-0.024854287,0.251793006,-0.276647293,0.226938719
19.41667,-0.486739993,-0.463660002,0.261500001,0.01174,0.197190002,-0.05517,-0.166869998,-0.100287141,0.294331769,-0.394618911,0.194044628
19.43333,-0.49278,-0.475210011,0.293179989,-0.00137,0.293099999,-0.08089,-0.188170001,-0.09316286,0.321899722,-0.415062583,0.228736862
19.45,-0.489580005,-0.470429987,0.0276,-0.00683,0.240480006,-0.095660001,-0.120959997,-0.130768569,0.265741485,-0.396510055,0.134972916
19.46667,-0.49048999,-0.385360003,0.096799999,-0.034759998,0.298949987,-0.103820004,-0.101329997,-0.102858572,0.269573587,-0.372432159,0.166715015
19.48333,-0.368649989,-0.268640012,0.157900006,-0.066440001,0.116130002,-0.098229997,-0.080310002,-0.086891428,0.188922877,-0.275814305,0.102031449
19.5,-0.32762,-0.214609995,0.071450002,-0.100529999,0.195120007,-0.061269999,-0.156230003,-0.084812855,0.175349555,-0.26016241,0.0905367
19.51667,-0.31400001,0.00042,0.02557,-0.096199997,0.147200003,-0.074089997,-0.16212,-0.067602857,0.147169679,-0.214772536,0.079566821
19.53333,-0.44374001,0.028349999,0.0955,-0.128360003,0.162379995,-0.05029,-0.123750001,-0.065701431,0.19887145,-0.264572882,0.133170019
19.55,-0.284500003,0.107960001,0.122050002,-0.150230005,0.138180003,-0.035730001,-0.091619998,-0.027698572,0.159924443,-0.187623015,0.132225871
19.56667,-0.189449996,0.152630001,0.00671,-0.199949995,0.115340002,-0.055289999,-0.103940003,-0.039135713,0.138837338,-0.177973051,0.099701625
19.58333,-0.271979988,0.108309999,-0.060559999,-0.227760002,0.181309998,-0.133860007,-0.10108,-0.072231428,0.166199494,-0.238430922,0.093968065
19.6,-0.193790004,0.107519999,-0.036079999,-0.331950009,0.150849998,-0.123300001,-0.07017,-0.070988574,0.167438789,-0.238427363,0.096450215
19.61667,-0.0071,0.186969995,-0.016829999,-0.343890011,0.078989998,-0.052650001,-0.132890001,-0.041057146,0.167542606,-0.208599751,0.12648546
19.63333,0.134299994,0.135879993,0.034669999,-0.42535001,0.234329998,-0.075989999,-0.090970002,-0.007590004,0.218777594,-0.226367598,0.21118759
19.65,-0.02538,0.05167,0.078259997,-0.240030006,0.064309999,-0.200139999,-0.110650003,-0.054565716,0.130796446,-0.185362162,0.07623073
19.66667,-0.00744,-0.087990001,0.01532,-0.363620013,0.082539998,-0.135729998,-0.097000003,-0.084845717,0.144051336,-0.228897053,0.05920562
19.68333,0.070840001,-0.098899998,-0.017340001,-0.367229998,0.04831,-0.125890002,-0.078639999,-0.081264285,0.146114836,-0.227379121,0.064850551
19.7,0.116680004,-0.145510003,-0.066179998,-0.327140003,0.020850001,-0.054499999,-0.097970001,-0.07911,0.138673542,-0.217783542,0.059563542
19.71667,0.158230007,-0.174500003,-0.01536,-0.250840008,0.040690001,-0.060120001,-0.131479993,-0.061911428,0.138063711,-0.19997514,0.076152283
19.73333,0.076020002,-0.236860007,-0.046050001,-0.192609996,0.111699998,-0.01324,-0.090389997,-0.055918571,0.129122196,-0.185040767,0.073203625
19.75,0.073509999,-0.251819998,0.00572,-0.161919996,0.197400004,-0.00222,-0.143930003,-0.040465714,0.154538589,-0.195004302,0.114072875
19.76667,-0.049940001,-0.251940012,-0.00359,-0.102449998,0.05249,0.044709999,-0.135879993,-0.063800001,0.108935103,-0.172735104,0.045135102
19.78333,-0.048749998,-0.286839992,-0.05077,-0.078440003,0.116779998,0.113799997,-0.120169997,-0.050627142,0.139326507,-0.189953649,0.088699365
19.8,-0.045979999,-0.323960006,-0.040309999,-0.098200001,0.0139,0.057829998,-0.090530001,-0.07532143,0.122714002,-0.198035432,0.047392572
19.81667,-0.08929,-0.304179996,0.0037,-0.083570004,-0.037209999,0.103799999,-0.094839998,-0.071655714,0.124303171,-0.195958885,0.052647457
19.83333,-0.017480001,-0.267690003,0.0144,-0.04197,0.00878,0.080470003,-0.137160003,-0.051521429,0.115985992,-0.167507421,0.064464563
19.85,-0.186570004,-0.186959997,0.039730001,-0.022019999,0.053490002,-0.077820003,-0.174779996,-0.079275714,0.105907561,-0.185183275,0.026631847
19.86667,-0.299109995,-0.11197,0.05844,-0.04166,0.108070001,-0.05212,-0.126149997,-0.066357142,0.133317546,-0.199674688,0.066960405
19.88333,-0.26135999,-0.150519997,0.179739997,0.01074,0.108419999,-0.019029999,-0.095090002,-0.032442856,0.151205435,-0.183648291,0.118762579
19.9,-0.282620013,-0.065640002,0.258130014,0.01389,0.033229999,-0.027559999,-0.056469999,-0.018148572,0.160080069,-0.17822864,0.141931497
19.91667,-0.258520007,-0.230509996,0.249620005,-0.00298,0.030339999,-0.059579998,-0.102760002,-0.053484286,0.171897454,-0.22538174,0.118413168
19.93333,-0.266079992,-0.504130006,0.208399996,-0.06628,0.01599,-0.016829999,-0.098279998,-0.103887143,0.226354935,-0.330242078,0.122467792
19.95,-0.354169995,-0.534210026,0.191839993,-0.105860002,0.024429999,-0.071479999,-0.097010002,-0.135208576,0.240129584,-0.37533816,0.104921008
19.96667,-0.308120012,-0.546039999,0.131640002,-0.172020003,0.098119996,-0.10588,-0.0438,-0.135157145,0.236256204,-0.371413349,0.101099059
19.98333,-0.312269986,-0.593770027,0.159700006,-0.128000006,0.100089997,-0.101640001,-0.085929997,-0.137402859,0.254145406,-0.391548265,0.116742547
20,-0.325329989,-0.513100028,0.032469999,-0.106530003,0.061670002,-0.089050002,-0.03246,-0.138904289,0.20786218,-0.346766469,0.068957891
20.01667,-0.286469996,-0.485040009,0.021,-0.155890003,0.086439997,-0.074050002,-0.02537,-0.131340002,0.197871634,-0.329211636,0.066531633
20.03333,-0.237220004,-0.41523999,0.046939999,-0.180610001,0.11124,-0.035289999,-0.01501,-0.103598571,0.183592524,-0.287191095,0.079993953
20.05,-0.286430001,-0.364060014,0.02231,-0.194399998,0.07395,-0.057330001,0.00516,-0.114400002,0.168345562,-0.282745564,0.05394556
20.06667,-0.292890012,-0.335909992,0.039900001,-0.173690006,0.04676,-0.097510003,-0.00089,-0.116318573,0.15671935,-0.273037923,0.040400777
20.08333,-0.245609999,-0.321960002,0.118419997,-0.085079998,0.00357,-0.154190004,-0.040429998,-0.103611429,0.15028806,-0.253899489,0.046676631
20.1,-0.239160001,-0.370490015,0.068939999,-0.063979998,0.00366,-0.01557,-0.061020002,-0.09680286,0.153671851,-0.25047471,0.056868991
20.11667,-0.195969999,-0.294039994,-0.00481,-0.157769993,-0.042059999,-0.115910001,0.020570001,-0.112855712,0.112731746,-0.225587459,-0.000123966
20.13333,-0.063830003,-0.262129992,-0.02998,-0.182060003,-0.02995,-0.086300001,-0.032540001,-0.098112857,0.09023272,-0.188345577,-0.007880137
20.15,-0.00284,-0.268909991,-0.021849999,-0.175999999,-0.060079999,-0.108000003,-0.049120001,-0.098114285,0.094934681,-0.193048966,-0.003179603
20.16667,-0.053599998,-0.292869985,-0.00479,-0.155929998,-0.01668,-0.12483,-0.026489999,-0.096455712,0.103617435,-0.200073147,0.007161724
20.18333,0.03012,-0.213180006,-0.04606,-0.139689997,0.018789999,-0.131060004,-0.063390002,-0.07778143,0.088681239,-0.166462669,0.01089981
20.2,-0.03232,-0.204150006,-0.080789998,-0.127550006,-0.01045,-0.063320003,-0.076549999,-0.085018573,0.064419534,-0.149438108,-0.020599039
20.21667,-0.03057,-0.141849995,-0.05821,-0.148430005,0.021059999,-0.064060003,-0.05852,-0.068654286,0.059796512,-0.128450798,-0.008857774
20.23333,-0.142800003,-0.101570003,-0.04888,-0.091260001,-0.00772,-0.0792,-0.068999998,-0.077204286,0.042417909,-0.119622195,-0.034786378
20.25,-0.192149997,-0.139770001,-0.043960001,-0.136529997,0.02482,-0.076930001,-0.116379999,-0.097271428,0.071736373,-0.169007801,-0.025535056
20.26667,-0.195610002,-0.177210003,-0.08901,-0.194429994,-0.01497,-0.046039999,-0.070100002,-0.112481428,0.075372133,-0.187853562,-0.037109295
20.28333,-0.403450012,-0.247580007,-0.069660001,-0.183349997,-0.02011,-0.084339999,-0.059900001,-0.152627145,0.135755816,-0.288382961,-0.01687133
20.3,-0.30915001,-0.280409992,-0.101180002,-0.133839995,0.042939998,-0.093170002,-0.0277,-0.12893,0.127334989,-0.25626499,-0.001595011
20.31667,-0.34920001,-0.323610008,-0.115790002,-0.148760006,0.110399999,-0.089699998,-0.05212,-0.138397147,0.158679604,-0.297076751,0.020282458
20.33333,-0.238299996,-0.29321,-0.163200006,-0.110780001,0.041099999,-0.076870002,-0.065810002,-0.12958143,0.112587135,-0.242168564,-0.016994295
20.35,-0.125740007,-0.265260011,-0.181240007,-0.122890003,0.00504,-0.080310002,-0.078039996,-0.121205718,0.08549159,-0.206697308,-0.035714127
20.36667,-0.26473999,-0.213540003,-0.181360006,-0.152339995,-0.03461,-0.076289997,-0.034949999,-0.136832856,0.090334957,-0.227167812,-0.046497899
20.38333,-0.257319987,-0.210270002,-0.164570004,-0.150629997,-0.053720001,-0.070610002,-0.076559998,-0.140525713,0.077136723,-0.217662436,-0.063388991
20.4,-0.326180011,-0.115170002,-0.141550004,-0.131750003,-0.038029999,-0.061799999,-0.084600002,-0.128440003,0.094865551,-0.223305554,-0.033574452
20.41667,-0.173339993,-0.105779998,-0.133230001,-0.090279996,-0.018370001,-0.01253,-0.053959999,-0.083927141,0.059493216,-0.143420357,-0.024433926
20.43333,-0.126430005,-0.110370003,-0.161349997,-0.099689998,0.02111,-0.039500002,-0.06617,-0.0832,0.060644691,-0.143844691,-0.022555309
20.45,0.070390001,-0.085950002,-0.170120001,-0.112369999,0.051350001,-0.090839997,-0.106080003,-0.063374286,0.089384544,-0.15275883,0.026010259
20.46667,0.230240002,-0.071829997,-0.185200006,-0.114650004,0.075489998,-0.128049999,-0.091909997,-0.040844286,0.14403638,-0.184880666,0.103192094
20.48333,0.306939989,-0.088189997,-0.171570003,-0.115809999,0.183669999,-0.085940003,-0.090999998,-0.008842859,0.179671846,-0.188514705,0.170828987
20.5,0.33721,-0.079839997,-0.153009996,-0.102640003,-0.01177,-0.061420001,-0.078879997,-0.021478571,0.163776137,-0.185254708,0.142297566
20.51667,0.328209996,-0.074150003,-0.189410001,-0.115529999,0.05635,-0.048149999,-0.061379999,-0.014865715,0.168403126,-0.183268841,0.153537411
20.53333,0.39091,-0.134509996,-0.176870003,-0.096929997,0.097879998,-0.06329,-0.03912,-0.003132857,0.194349247,-0.197482104,0.19121639
20.55,0.264710009,-0.182300001,-0.183009997,-0.09392,0.037730001,-0.133100003,-0.06837,-0.051179999,0.158690569,-0.209870567,0.10751057
20.56667,0.209680006,-0.154970005,-0.163399994,-0.111639999,-0.01217,-0.102619998,-0.100560002,-0.062239999,0.129627042,-0.191867041,0.067387043
20.58333,0.03033,-0.134709999,-0.132699996,-0.138500005,0.0295,-0.119230002,-0.10424,-0.081364286,0.076886523,-0.158250809,-0.004477763
20.6,0.015629999,-0.088420004,-0.159160003,-0.147909999,-0.01196,-0.061870001,-0.05703,-0.072960001,0.064849692,-0.137809693,-0.008110309
20.61667,-0.150940001,-0.066289999,-0.189410001,-0.144999996,-0.034869999,-0.04792,-0.087159999,-0.103084285,0.058882532,-0.161966817,-0.044201753
20.63333,-0.112839997,-0.064829998,-0.183080003,-0.138620004,0.00819,-0.050409999,-0.08619,-0.089682857,0.062457242,-0.152140099,-0.027225615
20.65,-0.12088,-0.054189999,-0.139679998,-0.158810005,0.080179997,-0.065640002,-0.03974,-0.07125143,0.080683534,-0.151934963,0.009432104
20.66667,-0.274340004,-0.073969997,-0.118699998,-0.138970003,0.122830003,-0.07711,-0.065559998,-0.089402857,0.117981304,-0.207384161,0.028578448
20.68333,-0.243919998,-0.0623,-0.110009998,-0.111749999,0.18423,-0.12173,-0.036529999,-0.071715714,0.130422288,-0.202138002,0.058706574
20.7,-0.183239996,-0.047809999,-0.107220002,-0.138129994,0.15501,-0.109099999,-0.05576,-0.069464284,0.109317425,-0.178781709,0.03985314
20.71667,-0.320300013,-0.04205,-0.084059998,-0.131300002,0.215780005,-0.061949998,-0.068389997,-0.070324286,0.157651273,-0.227975559,0.087326986
20.73333,-0.42216,-0.031479999,-0.092139997,-0.156039998,0.168620005,-0.041200001,-0.088519998,-0.094702855,0.17665118,-0.271354035,0.081948325
20.75,-0.425069988,-0.06741,-0.130659997,-0.217800006,0.216189995,-0.064510003,-0.103289999,-0.113221428,0.192168466,-0.305389894,0.078947038
20.76667,-0.473589987,-0.051819999,-0.124090001,-0.23274,0.267250001,-0.049740002,-0.151370004,-0.116585713,0.222936065,-0.339521778,0.106350352
20.78333,-0.375609994,-0.01032,-0.140699998,-0.194150001,0.300500005,-0.04727,-0.135769993,-0.086188569,0.207223307,-0.293411876,0.121034738
